,Unnamed: 0,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction,aimedAction
6,6,Weixhuxuan,3,12,11,12,7,5,"[1725, 1851, 2005, 2159, 2320, 2565, 2728, 2884, 3050, 3190, 3372]","[(7, 5), [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [6, 10], [5, 10], [4, 10], [3, 10], [3, 11], [3, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",0,8,7,180,
7,7,Weixhuxuan,8,3,8,11,14,7,"[1766, 1884, 2048, 2225, 2403, 2558, 2722, 2873, 3079, 3245, 3414, 3560, 3726]","[(14, 7), [13, 7], [14, 7], [14, 7], [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 6], [8, 5], [8, 4], [8, 3]]","[(-1, 0), (1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]","[2, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",2,8,6,270,
8,8,Weixhuxuan,5,5,5,9,11,7,"[1818, 1974, 2141, 2303, 2466, 2651, 3382, 3649]","[(11, 7), [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 8], [5, 8], [5, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1)]",[6],"[0, 0, 0, 0, 0, 0, 0, 2]",1,4,6,270,
9,9,Weixhuxuan,3,3,11,3,7,10,"[1782, 1938, 2376, 2552, 2709, 2875, 3046, 3219, 3394, 3562, 3729, 3895, 4068]","[(7, 10), [8, 10], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [6, 3], [5, 3], [4, 3], [3, 3]]","[(-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[1],"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",special,8,7,0,
0,0,Ade,4,0,10,0,7,7,"[3357, 3659, 4202, 4593, 4959, 5293, 5627, 5870, 6213, 7501, 7869, 8301, 8660]","[(7, 7), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [7, 0], [7, 0], [6, 0], [5, 0], [4, 0]]","[(0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0)]","[10, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",2,6,7,0,
1,1,Ade,9,5,9,9,1,7,"[2809, 3005, 3178, 3345, 3525, 3701, 3906, 4296, 5273, 5611, 6653, 7119]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8], [10, 8], [9, 8], [9, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (-1, 0), (0, 1)]",[10],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",1,4,8,90,
2,2,Ade,5,14,9,14,7,7,"[2991, 3218, 3545, 3738, 3935, 4122, 4476, 4979, 5308]","[(7, 7), [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [7, 14], [8, 14], [9, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,180,
3,3,Ade,4,8,10,8,7,0,"[2996, 3223, 3416, 3570, 3732, 3951, 4119, 4287, 4787, 5008, 5193]","[(7, 0), [7, 1], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [5, 8], [4, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",0,6,8,180,
4,4,Ade,13,3,13,11,6,7,"[2025, 2197, 2333, 2495, 2672, 2850, 3289, 3856, 4044, 4837, 5073, 5759, 5952, 6185, 7105]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [11, 7], [12, 7], [13, 7], [14, 7], [14, 6], [14, 5], [14, 4], [14, 3], [13, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]","[10, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",2,8,7,90,
5,5,Ade,3,3,11,3,7,9,"[2669, 3515, 3675, 3839, 4007, 4262, 4487, 4779, 5932, 6137, 6309, 6482]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 6], [7, 5], [7, 4], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",1,8,6,0,
6,6,Ade,5,5,5,9,11,7,"[3002, 3163, 3382, 3956, 4208, 4422, 4645, 4996, 5525, 5914, 6819, 7060]","[(11, 7), [10, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [7, 7], [6, 7], [5, 7], [5, 6], [5, 5]]","[(-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1)]","[2, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,4,6,270,
7,7,Ade,5,3,5,11,13,7,"[2058, 2409, 2587, 2786, 2980, 3175, 3548, 3813, 4708, 4969, 5168, 5497]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 8], [5, 9], [5, 10], [5, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",0,8,8,270,
8,8,Ade,4,8,10,8,7,14,"[2452, 2658, 2814, 2975, 3138, 3378, 3603, 3813, 4472, 4659, 4836]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [8, 8], [9, 8], [10, 8]]","[(0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",1,6,6,0,
9,9,Ade,8,4,8,10,1,7,"[2255, 2427, 2578, 2737, 2894, 3072, 3274, 4090, 4846, 5135, 5523, 5928, 6129, 6338]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [7, 7], [8, 7], [8, 6], [8, 7], [8, 8], [8, 9], [8, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[10],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",special,6,7,90,
0,0,Ruojingzhang,6,3,6,11,14,7,"[2657, 2962, 3178, 3387, 3791, 4017, 4223, 4966, 5197, 5405, 5623, 5992]","[(14, 7), [14, 8], [14, 9], [14, 10], [14, 11], [13, 11], [12, 11], [11, 11], [10, 11], [9, 11], [8, 11], [7, 11], [6, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",0,8,8,270,
1,1,Ruojingzhang,5,11,9,11,7,3,"[2334, 2592, 2754, 2984, 3182, 3401, 3624, 3918, 4272, 4594, 5002, 5273]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 8], [7, 9], [7, 10], [7, 11], [8, 11], [9, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,4,8,180,
2,2,Ruojingzhang,5,14,9,14,7,7,"[1942, 2134, 2314, 2490, 2661, 2864, 3056, 3486, 3727]","[(7, 7), [7, 8], [8, 8], [8, 9], [8, 10], [8, 11], [9, 11], [9, 12], [9, 13], [9, 14]]","[(0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1)]","[6, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,7,180,
3,3,Ruojingzhang,1,3,1,11,8,7,"[2133, 2335, 2514, 2712, 2902, 3124, 3331, 3688, 3900, 4070, 4288, 4486, 4690]","[(8, 7), [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [1, 6], [2, 6], [1, 6], [1, 5], [1, 4], [1, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (1, 0), (-1, 0), (0, -1), (0, -1), (0, -1)]","[10, 9]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",2,8,7,270,
4,4,Ruojingzhang,4,2,10,2,7,9,"[1880, 1888, 2067, 2436, 2618, 2800, 2987, 3177, 3382, 3592, 3946, 4166]","[(7, 9), [8, 9], [8, 10], [8, 9], [8, 8], [8, 7], [8, 6], [8, 5], [8, 4], [8, 3], [8, 2], [9, 2], [10, 2]]","[(1, 0), (0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,6,7,0,
5,5,Ruojingzhang,4,0,10,0,7,6,"[1898, 2103, 2264, 2445, 2627, 2818, 3213, 3419, 3606]","[(7, 6), [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [7, 0], [8, 0], [9, 0], [10, 0]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2]",0,6,6,0,
6,6,Ruojingzhang,4,3,4,11,10,7,"[1964, 2178, 2357, 2538, 2744, 2984, 3218, 3624, 3847, 4035]","[(10, 7), [9, 7], [8, 7], [7, 7], [7, 8], [6, 8], [5, 8], [4, 8], [4, 9], [4, 10], [4, 11]]","[(-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]",[4],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",1,8,6,270,
7,7,Ruojingzhang,5,4,9,4,7,10,"[1893, 2091, 2279, 2463, 2665, 2869, 3080, 3291, 3749, 3963]","[(7, 10), [7, 9], [8, 9], [8, 8], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [8, 4], [9, 4]]","[(0, -1), (1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]","[2, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",2,4,6,0,
8,8,Ruojingzhang,13,4,13,10,5,7,"[1991, 2222, 2433, 2636, 2833, 3027, 3228, 3428, 3682, 3915, 4095]","[(5, 7), [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [13, 7], [13, 8], [13, 9], [13, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",0,6,8,90,
9,9,Ruojingzhang,9,3,9,11,2,7,"[1958, 2145, 2335, 2514, 2698, 2888, 3271, 3958, 4207, 4417, 4646, 4858, 5106]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8], [9, 7], [9, 6], [9, 5], [9, 4], [9, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",special,8,7,90,
0,0,Wangyansong,5,12,9,12,7,5,"[8838, 10922, 12577, 14003, 15480, 16969, 18483, 19680, 20560]","[(7, 5), [7, 6], [7, 7], [7, 8], [6, 8], [6, 9], [6, 10], [6, 11], [6, 12], [5, 12]]","[(0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 0, 1]",1,4,7,180,
1,1,Wangyansong,8,5,8,9,2,7,"[9851, 12431, 15736, 17376, 19101, 21372, 23458, 26210, 27573, 28761]","[(2, 7), [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [6, 7], [7, 7], [8, 7], [8, 6], [8, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]",[6],"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",1,4,6,90,
2,2,Wangyansong,3,4,11,4,7,12,"[7842, 10370, 12266, 14265, 15560, 16826, 18567, 19938, 21928, 23449, 25026, 26220]","[(7, 12), [7, 11], [7, 10], [7, 9], [8, 9], [8, 8], [8, 7], [8, 6], [8, 5], [8, 4], [9, 4], [10, 4], [11, 4]]","[(0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]",1,8,8,0,
3,3,Wangyansong,4,11,10,11,7,4,"[2488, 3948, 6638, 8054, 9920, 11574, 12358, 16231, 17730, 18773]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [6, 10], [6, 11], [5, 11], [4, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,6,7,180,
4,4,Wangyansong,3,3,11,3,7,9,"[11367, 12243, 13095, 13821, 15707, 16307, 17216, 17665, 19774, 21951, 22809, 23631]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [6, 4], [6, 3], [5, 3], [4, 3], [4, 4], [3, 4], [3, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, -1)]","[10, 6]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",2,8,6,0,
5,5,Wangyansong,3,7,11,7,7,14,"[4405, 5121, 5631, 5933, 6206, 6441, 7044, 7457, 7758, 8019, 8367]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",0,8,7,0,
6,6,Wangyansong,5,14,9,14,7,6,"[2028, 2178, 2326, 2486, 2638, 3096, 3294, 3559, 3837, 4172, 4488, 4788]","[(7, 6), [7, 7], [7, 8], [7, 9], [8, 9], [8, 10], [7, 10], [7, 11], [7, 12], [7, 13], [7, 14], [8, 14], [9, 14]]","[(0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]","[6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",2,4,8,180,
7,7,Wangyansong,4,8,10,8,7,2,"[2817, 3027, 3249, 3456, 3638, 3812, 4141, 4442, 4735]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [5, 8], [4, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1]",0,6,6,180,
8,8,Wangyansong,8,4,8,10,0,7,"[1872, 2025, 2144, 2263, 2459, 2612, 2751, 2902, 3113, 3454, 3628]","[(0, 7), [1, 7], [1, 8], [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [8, 9], [8, 10]]","[(1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,6,8,90,
9,9,Wangyansong,3,4,3,10,9,7,"[1926, 2074, 2200, 2357, 2499, 2643, 2903, 3048, 4019, 4418, 4735]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [3, 8], [3, 7], [3, 6], [3, 5], [3, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",special,6,6,270,
0,0,Wangyangyang,6,5,6,9,0,7,"[2392, 3480, 3947, 4514, 5118, 5430, 5658, 6007]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [4, 6], [4, 5], [5, 5], [6, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 1, 1, 0, 0]",0,4,6,90,
1,1,Wangyangyang,3,4,3,10,10,7,"[4062, 4294, 4508, 4737, 6193, 6538, 6868, 7108, 7349, 7562, 7796, 8114]","[(10, 7), [9, 7], [8, 7], [9, 7], [8, 7], [8, 6], [8, 5], [8, 4], [7, 4], [6, 4], [5, 4], [4, 4], [3, 4]]","[(-1, 0), (-1, 0), (1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[3],"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",1,6,7,270,
2,2,Wangyangyang,4,12,10,12,7,4,"[3704, 3896, 4093, 5199, 5663, 5946, 6193, 6375, 6562, 6743, 6936, 7749, 8140]","[(7, 4), [6, 4], [7, 4], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [5, 11], [4, 11], [4, 12]]","[(-1, 0), (1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1)]","[11, 2]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2,6,8,180,
3,3,Wangyangyang,8,3,8,11,1,7,"[3200, 3503, 3709, 4053, 4345, 4590, 4801, 5488, 6028, 6392, 6705, 7089, 7452]","[(1, 7), [1, 6], [1, 5], [1, 4], [1, 3], [2, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3]]","[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[6],"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,8,7,90,
4,4,Wangyangyang,3,6,11,6,7,14,"[3310, 3677, 3895, 4259, 4612, 4955, 5444, 5850, 6493, 7046, 7524, 7878]","[(7, 14), [7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",0,8,8,0,
5,5,Wangyangyang,0,5,0,9,7,7,"[3666, 3949, 5853, 7257, 8380, 9128, 9534, 9960, 10511, 10861, 11052, 11248, 11521, 12050, 12394, 12705, 12923, 13221, 13620]","[(7, 7), [7, 6], [8, 6], [9, 6], [9, 7], [10, 7], [10, 8], [10, 9], [11, 9], [10, 9], [9, 9], [8, 9], [7, 9], [6, 9], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [0, 9]]","[(0, -1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[2, 3]","[1, 1, 1, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,7,270,
6,6,Wangyangyang,4,4,10,4,7,10,"[3707, 3956, 5277, 5619, 5829, 6017, 6234, 6817, 7149]","[(7, 10), [6, 10], [6, 9], [6, 8], [6, 7], [6, 6], [5, 6], [5, 5], [5, 4], [4, 4]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0)]","[6, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1]",2,6,6,0,
7,7,Wangyangyang,3,11,11,11,7,5,"[3466, 3830, 4074, 4396, 4828, 5185, 5538, 5726, 5940, 6275]","[(7, 5), [8, 5], [9, 5], [10, 5], [11, 5], [11, 6], [11, 7], [11, 8], [11, 9], [11, 10], [11, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[2, 2, 2, 2, 0, 0, 0, 0, 0, 0]",0,8,6,180,
8,8,Wangyangyang,9,5,9,9,1,7,"[3036, 3429, 4176, 4396, 4583, 4832, 5083, 8074, 8273, 8460, 8632, 8822]","[(1, 7), [1, 6], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [5, 4], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5]]","[(0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[7],"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,4,8,90,
9,9,Wangyangyang,5,5,9,5,7,12,"[4020, 4298, 5839, 6057, 6224, 6398, 6585, 6785, 7148, 7190, 7876, 8167, 8500]","[(7, 12), [8, 12], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 6], [7, 5], [8, 5], [9, 5]]","[(-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (1, 0), (1, 0)]",[1],"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",special,4,7,0,
0,0,Sbh,4,11,10,11,7,4,"[4946, 27545, 5369, 27913, 6085, 28227, 6404, 28560, 6705, 28843]","[[7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [8, 11], [9, 11], [10, 11]]",,[],[],,6,7,180,"[[0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0]]"
1,1,Sbh,5,7,9,7,7,13,"[3008, 36402, 3280, 36626, 3463, 36966, 3749, 37184, 4393, 37873]","[[7, 13], [7, 12], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [6, 6], [5, 6], [5, 7]]",,[7],[],,4,6,0,"[[0, -1], [0, -1], [0, -1], [0, -1], [0, -1], [0, -1], [-1, 0], [-1, 0], [-1, 0], [0, 1]]"
2,2,Sbh,4,0,10,0,7,8,"[3742, 43019, 3894, 43151, 4047, 43284, 4199, 43732, 4496, 44029, 4680, 45203, 4991]","[[7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [7, 0], [8, 0], [7, 0], [6, 0], [5, 0], [4, 0]]",,"[11, 10]",[],,6,8,0,"[[0, -1], [0, -1], [0, -1], [0, -1], [0, -1], [0, -1], [0, -1], [0, -1], [1, 0], [1, 0], [1, 0], [-1, 0], [-1, 0]]"
3,1,Sbh,0,5,0,9,7,7,"[2067, 50875, 2221, 51037, 2375, 51202, 2604, 52820, 3058]","[[7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [1, 8], [1, 9], [0, 9]]",,[7],[],,4,7,270,"[[-1, 0], [-1, 0], [-1, 0], [-1, 0], [-1, 0], [-1, 0], [-1, 0], [0, 1], [-1, 0]]"
4,1,Sbh,5,3,5,11,12,7,"[2023, 56558, 2186, 56696, 2348, 56845, 3070, 57062, 3368, 57262, 3520]","[[12, 7], [11, 7], [10, 7], [10, 8], [9, 8], [8, 8], [7, 8], [6, 8], [5, 8], [5, 9], [5, 10], [5, 11]]",,[3],[],,8,7,270,"[[-1, 0], [-1, 0], [-1, 0], [-1, 0], [-1, 0], [-1, 0], [-1, 0], [-1, 0], [0, 1], [0, 1], [0, 1]]"
5,1,Sbh,5,7,9,7,7,13,"[1905, 61510, 2085, 62108, 2401, 62293, 2717, 62473]","[[7, 13], [7, 12], [8, 12], [8, 11], [8, 10], [8, 9], [8, 8], [8, 7], [9, 7]]",,[2],[],,4,6,0,"[[0, -1], [0, -1], [0, -1], [0, -1], [0, -1], [0, -1], [0, -1], [1, 0]]"
6,1,Sbh,10,5,10,9,2,7,"[1963, 65986, 2125, 66122, 3017, 66296, 3169, 66578, 3467, 66896, 5070, 67322]","[[2, 7], [3, 7], [4, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [10, 7], [10, 6], [10, 5]]",,[3],[],,4,8,90,"[[1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, -1], [0, -1]]"
7,0,Sbh,8,3,8,11,14,7,"[1933, 73097, 2076, 73267, 2346, 73595, 2786, 73904, 3021, 74207]","[[14, 7], [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 6], [8, 5], [8, 4], [8, 3]]",,[],[],,8,6,270,"[[-1, 0], [-1, 0], [-1, 0], [-1, 0], [-1, 0], [-1, 0], [0, -1], [0, -1], [0, -1], [0, -1]]"
